rank,status,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,ALPHA_TRAILING_WINDOW,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,HML_STABILITY_THRESHOLD,FACTOR_COLUMNS,score,Strategy Ann. Return,Benchmark (EW) Ann. Return,Benchmark (VW) Ann. Return,Strategy Sharpe,Benchmark (EW) Sharpe,Benchmark (VW) Sharpe,Information Ratio (vs EW),Information Ratio (vs VW),Strategy Max Drawdown,Monthly Hit Rate (vs EW),Return Months,Rebalance Years,search_batch_time
100,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",10.370833,12.99%,11.58%,13.19%,0.88,0.77,0.86,0.32,-0.08,-23.32%,57.50%,120,10,2026-06-04 20:55:38
101,completed,2010-01-01,2025-12-31,80,0.2,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.355,12.54%,11.11%,12.58%,0.88,0.78,0.88,0.53,-0.02,-24.73%,53.89%,180,15,2026-06-04 20:55:38
102,completed,2015-01-01,2025-12-31,80,0.1,0,False,36,36,48,,0.05,1.5,1.5,"mkt_rf, smb, hml",10.350833,13.58%,11.58%,13.19%,0.89,0.77,0.86,0.47,0.11,-27.86%,55.00%,120,10,2026-06-04 20:55:38
103,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml",10.345833,13.16%,11.56%,13.10%,0.88,0.77,0.86,0.56,-0.00,-25.15%,53.33%,120,10,2026-06-04 20:55:38
104,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml",10.345833,13.16%,11.56%,13.10%,0.88,0.77,0.86,0.56,-0.00,-25.15%,53.33%,120,10,2026-06-04 20:55:38
105,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml",10.340833,13.44%,11.58%,13.19%,0.87,0.77,0.86,0.65,0.11,-27.22%,60.00%,120,10,2026-06-04 20:55:38
106,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,,0.05,1.5,1.5,"mkt_rf, smb, hml",10.328333,13.25%,11.58%,13.19%,0.88,0.77,0.86,0.63,0.01,-25.93%,53.33%,120,10,2026-06-04 20:55:38
107,completed,2015-01-01,2025-12-31,80,0.1,0,False,36,36,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",10.325833,13.36%,11.58%,13.19%,0.85,0.77,0.86,0.59,0.07,-26.54%,58.33%,120,10,2026-06-04 20:55:38
108,completed,2010-01-01,2025-12-31,60,0.3,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.32,12.40%,11.06%,12.52%,0.87,0.78,0.88,0.53,-0.04,-24.01%,57.22%,180,15,2026-06-04 20:55:38
109,completed,2010-01-01,2025-12-31,70,0.3,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.32,12.40%,11.06%,12.52%,0.87,0.78,0.88,0.53,-0.04,-24.01%,57.22%,180,15,2026-06-04 20:55:38
110,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",10.303333,13.10%,11.56%,13.10%,0.88,0.77,0.86,0.56,-0.02,-24.90%,58.33%,120,10,2026-06-04 20:55:38
111,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",10.303333,13.10%,11.56%,13.10%,0.88,0.77,0.86,0.56,-0.02,-24.90%,58.33%,120,10,2026-06-04 20:55:38
112,completed,2015-01-01,2025-12-31,70,0.1,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",10.295833,12.91%,11.56%,13.10%,0.87,0.77,0.86,0.30,-0.06,-23.05%,57.50%,120,10,2026-06-04 20:55:38
113,completed,2015-01-01,2025-12-31,60,0.1,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",10.295833,12.91%,11.56%,13.10%,0.87,0.77,0.86,0.30,-0.06,-23.05%,57.50%,120,10,2026-06-04 20:55:38
114,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml",10.288333,13.16%,11.58%,13.19%,0.88,0.77,0.86,0.51,-0.04,-25.22%,57.50%,120,10,2026-06-04 20:55:38
115,completed,2010-01-01,2025-12-31,80,0.1,0,False,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",10.285,12.18%,11.11%,12.58%,0.87,0.78,0.88,0.27,-0.13,-21.94%,56.67%,180,15,2026-06-04 20:55:38
116,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",10.280833,13.10%,11.58%,13.19%,0.84,0.77,0.86,0.51,0.00,-24.71%,52.50%,120,10,2026-06-04 20:55:38
117,completed,2020-01-01,2025-12-31,60,0.1,0,False,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.276667,12.19%,9.56%,10.95%,0.82,0.67,0.76,0.66,0.36,-21.99%,56.67%,60,5,2026-06-04 20:55:38
118,completed,2020-01-01,2025-12-31,70,0.1,0,False,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.276667,12.19%,9.56%,10.95%,0.82,0.67,0.76,0.66,0.36,-21.99%,56.67%,60,5,2026-06-04 20:55:38
119,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw",10.255833,13.10%,11.58%,13.19%,0.85,0.77,0.86,0.55,-0.01,-24.92%,58.33%,120,10,2026-06-04 20:55:38
120,completed,2010-01-01,2025-12-31,80,0.1,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.2525,12.41%,11.11%,12.58%,0.88,0.78,0.88,0.40,-0.07,-23.97%,53.33%,180,15,2026-06-04 20:55:38
121,completed,2010-01-01,2025-12-31,80,0.2,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",10.2525,12.23%,11.11%,12.58%,0.87,0.78,0.88,0.31,-0.12,-22.50%,55.00%,180,15,2026-06-04 20:55:38
122,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.245833,13.00%,11.58%,13.19%,0.86,0.77,0.86,0.39,-0.07,-23.97%,53.33%,120,10,2026-06-04 20:55:38
123,completed,2020-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",10.234167,12.32%,9.56%,10.95%,0.81,0.67,0.76,0.59,0.33,-22.90%,60.00%,60,5,2026-06-04 20:55:38
124,completed,2020-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",10.234167,12.32%,9.56%,10.95%,0.81,0.67,0.76,0.59,0.33,-22.90%,60.00%,60,5,2026-06-04 20:55:38
125,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml",10.233333,13.19%,11.58%,13.19%,0.86,0.77,0.86,0.76,0.01,-26.09%,60.83%,120,10,2026-06-04 20:55:38
126,completed,2015-01-01,2025-12-31,60,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",10.230833,13.32%,11.56%,13.10%,0.85,0.77,0.86,0.60,0.09,-26.72%,56.67%,120,10,2026-06-04 20:55:38
127,completed,2015-01-01,2025-12-31,60,0.3,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.230833,13.21%,11.56%,13.10%,0.87,0.77,0.86,0.44,0.02,-25.69%,55.83%,120,10,2026-06-04 20:55:38
128,completed,2015-01-01,2025-12-31,80,0.2,0,True,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",10.230833,13.00%,11.58%,13.19%,0.86,0.77,0.86,0.40,-0.07,-24.05%,50.83%,120,10,2026-06-04 20:55:38
129,completed,2015-01-01,2025-12-31,70,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",10.230833,13.32%,11.56%,13.10%,0.85,0.77,0.86,0.60,0.09,-26.72%,56.67%,120,10,2026-06-04 20:55:38
130,completed,2015-01-01,2025-12-31,70,0.3,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.230833,13.21%,11.56%,13.10%,0.87,0.77,0.86,0.44,0.02,-25.69%,55.83%,120,10,2026-06-04 20:55:38
131,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",10.225833,13.14%,11.58%,13.19%,0.87,0.77,0.86,0.56,-0.02,-25.40%,59.17%,120,10,2026-06-04 20:55:38
132,completed,2015-01-01,2025-12-31,70,0.3,0,False,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma, mom",10.225833,12.95%,11.56%,13.10%,0.86,0.77,0.86,0.37,-0.05,-23.72%,56.67%,120,10,2026-06-04 20:55:38
133,completed,2015-01-01,2025-12-31,60,0.3,0,False,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma, mom",10.225833,12.95%,11.56%,13.10%,0.86,0.77,0.86,0.37,-0.05,-23.72%,56.67%,120,10,2026-06-04 20:55:38
134,completed,2015-01-01,2025-12-31,80,0.3,0,True,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, cma, mom",10.223333,13.09%,11.58%,13.19%,0.87,0.77,0.86,0.43,-0.04,-24.80%,55.83%,120,10,2026-06-04 20:55:38
135,completed,2015-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",10.213333,12.88%,11.56%,13.10%,0.84,0.77,0.86,0.34,-0.04,-23.16%,55.83%,120,10,2026-06-04 20:55:38
136,completed,2015-01-01,2025-12-31,60,0.3,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",10.213333,13.02%,11.56%,13.10%,0.83,0.77,0.86,0.59,0.01,-24.61%,56.67%,120,10,2026-06-04 20:55:38
137,completed,2015-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",10.213333,12.88%,11.56%,13.10%,0.84,0.77,0.86,0.34,-0.04,-23.16%,55.83%,120,10,2026-06-04 20:55:38
138,completed,2015-01-01,2025-12-31,70,0.3,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",10.213333,13.02%,11.56%,13.10%,0.83,0.77,0.86,0.59,0.01,-24.61%,56.67%,120,10,2026-06-04 20:55:38
139,completed,2010-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",10.2075,12.42%,11.11%,12.58%,0.88,0.78,0.88,0.47,-0.08,-24.36%,56.11%,180,15,2026-06-04 20:55:38
140,completed,2015-01-01,2025-12-31,60,0.2,0,False,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.200833,12.95%,11.56%,13.10%,0.87,0.77,0.86,0.34,-0.05,-23.79%,56.67%,120,10,2026-06-04 20:55:38
141,completed,2015-01-01,2025-12-31,70,0.2,0,False,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.200833,12.95%,11.56%,13.10%,0.87,0.77,0.86,0.34,-0.05,-23.79%,56.67%,120,10,2026-06-04 20:55:38
142,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",10.190833,13.32%,11.58%,13.19%,0.86,0.77,0.86,0.65,0.06,-26.95%,60.83%,120,10,2026-06-04 20:55:38
143,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",10.175833,13.05%,11.58%,13.19%,0.88,0.77,0.86,0.36,-0.06,-24.60%,55.00%,120,10,2026-06-04 20:55:38
144,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,36.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.170833,13.09%,11.58%,13.19%,0.89,0.77,0.86,0.41,-0.05,-25.03%,60.83%,120,10,2026-06-04 20:55:38
145,completed,2020-01-01,2025-12-31,60,0.2,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",10.169167,12.38%,9.56%,10.95%,0.83,0.67,0.76,0.95,0.54,-24.36%,65.00%,60,5,2026-06-04 20:55:38
146,completed,2020-01-01,2025-12-31,70,0.2,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",10.169167,12.38%,9.56%,10.95%,0.83,0.67,0.76,0.95,0.54,-24.36%,65.00%,60,5,2026-06-04 20:55:38
147,completed,2015-01-01,2025-12-31,80,0.1,0,False,36,36,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, mom",10.160833,12.80%,11.58%,13.19%,0.85,0.77,0.86,0.36,-0.11,-22.82%,52.50%,120,10,2026-06-04 20:55:38
148,completed,2020-01-01,2025-12-31,80,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, cma",10.151667,12.32%,9.59%,11.07%,0.79,0.67,0.76,0.56,0.30,-23.02%,50.00%,60,5,2026-06-04 20:55:38
149,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.145833,12.99%,11.58%,13.19%,0.89,0.77,0.86,0.25,-0.07,-24.11%,60.00%,120,10,2026-06-04 20:55:38
150,completed,2015-01-01,2025-12-31,60,0.1,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",10.140833,13.16%,11.56%,13.10%,0.84,0.77,0.86,0.57,0.04,-25.87%,56.67%,120,10,2026-06-04 20:55:38
151,completed,2015-01-01,2025-12-31,70,0.1,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",10.140833,13.16%,11.56%,13.10%,0.84,0.77,0.86,0.57,0.04,-25.87%,56.67%,120,10,2026-06-04 20:55:38
152,completed,2015-01-01,2025-12-31,80,0.2,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, rmw",10.138333,13.08%,11.58%,13.19%,0.86,0.77,0.86,0.50,-0.04,-25.18%,60.00%,120,10,2026-06-04 20:55:38
153,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,2.0,2.0,"mkt_rf, smb, hml, rmw, mom",10.138333,12.98%,11.58%,13.19%,0.83,0.77,0.86,0.50,-0.02,-24.39%,56.67%,120,10,2026-06-04 20:55:38
154,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,36.0,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",10.138333,13.39%,11.58%,13.19%,0.90,0.77,0.86,0.43,0.04,-27.33%,55.00%,120,10,2026-06-04 20:55:38
155,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml",10.128333,13.25%,11.58%,13.19%,0.87,0.77,0.86,0.55,0.02,-26.54%,52.50%,120,10,2026-06-04 20:55:38
156,completed,2015-01-01,2025-12-31,80,0.1,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",10.125833,12.97%,11.58%,13.19%,0.84,0.77,0.86,0.45,-0.04,-24.30%,51.67%,120,10,2026-06-04 20:55:38
157,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",10.115833,13.07%,11.56%,13.10%,0.86,0.77,0.86,0.56,-0.01,-25.38%,58.33%,120,10,2026-06-04 20:55:38
158,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml",10.115833,13.07%,11.56%,13.10%,0.86,0.77,0.86,0.56,-0.01,-25.38%,58.33%,120,10,2026-06-04 20:55:38
159,completed,2015-01-01,2025-12-31,80,0.3,0,True,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, cma",10.115833,13.07%,11.58%,13.19%,0.84,0.77,0.86,0.64,-0.02,-25.42%,57.50%,120,10,2026-06-04 20:55:38
160,completed,2015-01-01,2025-12-31,80,0.2,0,True,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",10.110833,13.07%,11.58%,13.19%,0.85,0.77,0.86,0.58,-0.02,-25.35%,57.50%,120,10,2026-06-04 20:55:38
161,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",10.110833,12.94%,11.58%,13.19%,0.83,0.77,0.86,0.46,-0.04,-24.14%,52.50%,120,10,2026-06-04 20:55:38
162,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,,0.05,1.5,1.5,"mkt_rf, smb, hml",10.098333,13.12%,11.56%,13.10%,0.87,0.77,0.86,0.61,-0.01,-25.93%,56.67%,120,10,2026-06-04 20:55:38
163,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,,0.05,1.5,1.5,"mkt_rf, smb, hml",10.098333,13.12%,11.56%,13.10%,0.87,0.77,0.86,0.61,-0.01,-25.93%,56.67%,120,10,2026-06-04 20:55:38
164,completed,2015-01-01,2025-12-31,80,0.3,0,False,48,48,48,60.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.098333,13.06%,11.58%,13.19%,0.87,0.77,0.86,0.39,-0.04,-25.01%,56.67%,120,10,2026-06-04 20:55:38
165,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,120.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",10.093333,12.81%,11.58%,13.19%,0.83,0.77,0.86,0.32,-0.08,-23.02%,57.50%,120,10,2026-06-04 20:55:38
166,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",10.083333,12.86%,11.58%,13.19%,0.82,0.77,0.86,0.51,-0.06,-23.76%,57.50%,120,10,2026-06-04 20:55:38
167,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,36.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",10.078333,13.10%,11.58%,13.19%,0.86,0.77,0.86,0.56,-0.03,-25.68%,57.50%,120,10,2026-06-04 20:55:38
168,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml",10.075833,13.10%,11.56%,13.10%,0.85,0.77,0.86,0.75,0.01,-26.10%,62.50%,120,10,2026-06-04 20:55:38
169,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,,0.05,2.0,1.5,"mkt_rf, smb, hml",10.075833,13.10%,11.56%,13.10%,0.85,0.77,0.86,0.75,0.01,-26.10%,62.50%,120,10,2026-06-04 20:55:38
170,completed,2010-01-01,2025-12-31,80,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, cma",10.0625,12.63%,11.11%,12.58%,0.87,0.78,0.88,0.57,0.03,-26.58%,57.22%,180,15,2026-06-04 20:55:38
171,completed,2015-01-01,2025-12-31,80,0.1,0,True,48,48,48,,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",10.053333,13.08%,11.58%,13.19%,0.82,0.77,0.86,0.44,0.01,-25.28%,63.33%,120,10,2026-06-04 20:55:38
172,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,120.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",10.038333,12.96%,11.58%,13.19%,0.84,0.77,0.86,0.48,-0.04,-24.64%,54.17%,120,10,2026-06-04 20:55:38
173,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,,0.05,1.5,2.0,"mkt_rf, smb, hml, mom",10.030833,13.29%,11.58%,13.19%,0.87,0.77,0.86,0.52,0.03,-27.15%,59.17%,120,10,2026-06-04 20:55:38
174,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",10.028333,13.27%,11.58%,13.19%,0.83,0.77,0.86,0.65,0.07,-27.16%,59.17%,120,10,2026-06-04 20:55:38
175,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",10.025833,13.02%,11.58%,13.19%,0.87,0.77,0.86,0.32,-0.05,-24.88%,55.83%,120,10,2026-06-04 20:55:38
176,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",10.020833,13.05%,11.58%,13.19%,0.84,0.77,0.86,0.59,-0.01,-25.56%,58.33%,120,10,2026-06-04 20:55:38
177,completed,2010-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",10.015,12.16%,11.06%,12.52%,0.85,0.78,0.88,0.29,-0.09,-23.01%,52.22%,180,15,2026-06-04 20:55:38
178,completed,2010-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",10.015,12.16%,11.06%,12.52%,0.85,0.78,0.88,0.29,-0.09,-23.01%,52.22%,180,15,2026-06-04 20:55:38
179,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,36.0,0.05,1.0,2.0,"mkt_rf, smb, hml, mom",10.005833,13.34%,11.58%,13.19%,0.89,0.77,0.86,0.42,0.03,-27.46%,55.00%,120,10,2026-06-04 20:55:38
180,completed,2010-01-01,2025-12-31,80,0.3,0,False,36,36,48,120.0,0.05,1.5,1.5,"mkt_rf, smb, hml, mom",10.005,12.32%,11.11%,12.58%,0.88,0.78,0.88,0.47,-0.11,-24.47%,56.67%,180,15,2026-06-04 20:55:38
181,completed,2015-01-01,2025-12-31,60,0.3,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml",10.000833,13.00%,11.56%,13.10%,0.87,0.77,0.86,0.47,-0.06,-25.20%,55.00%,120,10,2026-06-04 20:55:38
182,completed,2015-01-01,2025-12-31,70,0.3,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml",10.000833,13.00%,11.56%,13.10%,0.87,0.77,0.86,0.47,-0.06,-25.20%,55.00%,120,10,2026-06-04 20:55:38
183,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, mom",9.995833,12.91%,11.58%,13.19%,0.87,0.77,0.86,0.43,-0.10,-24.45%,56.67%,120,10,2026-06-04 20:55:38
184,completed,2010-01-01,2025-12-31,60,0.1,0,False,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",9.98,12.00%,11.06%,12.52%,0.86,0.78,0.88,0.23,-0.15,-21.94%,55.56%,180,15,2026-06-04 20:55:38
185,completed,2010-01-01,2025-12-31,70,0.1,0,False,36,36,48,120.0,0.05,1.5,1.0,"mkt_rf, smb, hml, cma",9.98,12.00%,11.06%,12.52%,0.86,0.78,0.88,0.23,-0.15,-21.94%,55.56%,180,15,2026-06-04 20:55:38
186,completed,2015-01-01,2025-12-31,80,0.3,0,False,36,36,48,60.0,0.05,1.5,2.0,"mkt_rf, smb, hml, rmw, cma, mom",9.975833,12.98%,11.58%,13.19%,0.84,0.77,0.86,0.49,-0.04,-25.05%,54.17%,120,10,2026-06-04 20:55:38
187,completed,2015-01-01,2025-12-31,80,0.2,0,True,48,48,48,120.0,0.05,2.0,2.0,"mkt_rf, smb, hml, mom",9.965833,12.93%,11.58%,13.19%,0.87,0.77,0.86,0.36,-0.10,-24.57%,58.33%,120,10,2026-06-04 20:55:38
188,completed,2020-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",9.964167,12.15%,9.56%,10.95%,0.79,0.67,0.76,0.59,0.30,-22.73%,61.67%,60,5,2026-06-04 20:55:38
189,completed,2020-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",9.964167,12.15%,9.56%,10.95%,0.79,0.67,0.76,0.59,0.30,-22.73%,61.67%,60,5,2026-06-04 20:55:38
190,completed,2015-01-01,2025-12-31,80,0.2,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",9.963333,12.73%,11.58%,13.19%,0.83,0.77,0.86,0.39,-0.13,-23.12%,57.50%,120,10,2026-06-04 20:55:38
191,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,120.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",9.963333,12.72%,11.58%,13.19%,0.84,0.77,0.86,0.30,-0.12,-22.90%,54.17%,120,10,2026-06-04 20:55:38
192,completed,2015-01-01,2025-12-31,80,0.1,0,True,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, mom",9.960833,13.24%,11.58%,13.19%,0.85,0.77,0.86,0.64,0.03,-27.26%,58.33%,120,10,2026-06-04 20:55:38
193,completed,2015-01-01,2025-12-31,80,0.1,0,False,48,48,48,,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw",9.950833,12.78%,11.58%,13.19%,0.83,0.77,0.86,0.36,-0.09,-23.46%,60.00%,120,10,2026-06-04 20:55:38
194,completed,2015-01-01,2025-12-31,70,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",9.948333,12.73%,11.56%,13.10%,0.82,0.77,0.86,0.29,-0.07,-23.01%,54.17%,120,10,2026-06-04 20:55:38
195,completed,2015-01-01,2025-12-31,60,0.1,0,False,48,48,48,60.0,0.05,1.0,2.0,"mkt_rf, smb, hml, rmw, cma",9.948333,12.73%,11.56%,13.10%,0.82,0.77,0.86,0.29,-0.07,-23.01%,54.17%,120,10,2026-06-04 20:55:38
196,completed,2015-01-01,2025-12-31,80,0.2,0,False,36,36,48,36.0,0.05,2.0,1.5,"mkt_rf, smb, hml, rmw, cma, mom",9.945833,13.24%,11.58%,13.19%,0.83,0.77,0.86,0.64,0.06,-27.26%,61.67%,120,10,2026-06-04 20:55:38
197,completed,2010-01-01,2025-12-31,70,0.2,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",9.9425,12.31%,11.06%,12.52%,0.87,0.78,0.88,0.46,-0.08,-24.75%,54.44%,180,15,2026-06-04 20:55:38
198,completed,2010-01-01,2025-12-31,60,0.2,0,True,36,36,48,60.0,0.05,1.5,1.5,"mkt_rf, smb, hml, cma",9.9425,12.31%,11.06%,12.52%,0.87,0.78,0.88,0.46,-0.08,-24.75%,54.44%,180,15,2026-06-04 20:55:38
