run_name,output_dir,status,elapsed_minutes,BACKTEST_START_DATE,BACKTEST_END_DATE,BACKTEST_MIN_STOCK_HOLDING,BACKTEST_LONG_QUANTILE,BACKTEST_SHORT_QUANTILE,BACKTEST_INCLUDE_ALPHA_BUCKET,ROLLING_WINDOW,INSUFFICIENT_DATA_THRESHOLD,FULL_SAMPLE_FALLBACK_MAX,P_VALUE_THRESHOLD,SMB_STABILITY_THRESHOLD,VMG_STABILITY_THRESHOLD,score,Strategy Ann. Return,Benchmark Ann. Return,Strategy Sharpe,Information Ratio,Strategy Max Drawdown,Monthly Hit Rate,Rebalance Months,search_batch_time
014_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\014_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.0,1.25,7.918588,5.50%,3.98%,1.02,0.02,-4.52%,53.27%,107,2026-03-22 02:42:19
015_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\015_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.0,1.5,7.873588,5.51%,3.98%,1.07,0.02,-4.92%,52.34%,107,2026-03-22 02:42:19
016_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\016_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.25,1.0,8.778588,6.15%,3.98%,1.1,0.06,-5.95%,55.14%,107,2026-03-22 02:42:19
017_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\017_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.25,1.25,8.893588,6.15%,3.98%,1.08,0.06,-5.43%,54.21%,107,2026-03-22 02:42:19
018_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\018_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.25,1.5,10.266088,6.81%,3.98%,1.2,0.1,-5.00%,57.01%,107,2026-03-22 02:42:19
019_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\019_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.5,1.0,8.721088,6.18%,3.98%,1.09,0.07,-6.38%,57.01%,107,2026-03-22 02:42:19
020_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\020_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.5,1.25,10.068588,6.84%,3.98%,1.18,0.11,-5.96%,55.14%,107,2026-03-22 02:42:19
021_s2016_2025_h60_q12_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\021_s2016_2025_h60_q12_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,300,0.1,1.5,1.5,11.313588,7.44%,3.98%,1.24,0.14,-5.42%,55.14%,107,2026-03-22 02:42:19
022_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\022_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.0,1.0,7.713588,5.67%,3.98%,1.01,0.03,-6.52%,57.01%,107,2026-03-22 02:42:19
023_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\023_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.0,1.25,6.386088,4.80%,3.98%,0.88,-0.02,-5.25%,54.21%,107,2026-03-22 02:42:19
024_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\024_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.0,1.5,7.613588,5.49%,3.98%,1.05,0.02,-5.76%,52.34%,107,2026-03-22 02:42:19
025_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\025_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.25,1.0,8.758588,6.18%,3.98%,1.1,0.07,-6.26%,55.14%,107,2026-03-22 02:42:19
026_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\026_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.25,1.25,9.201088,6.20%,3.98%,1.12,0.07,-4.69%,53.27%,107,2026-03-22 02:42:19
027_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\027_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.25,1.5,10.981088,7.20%,3.98%,1.28,0.13,-5.17%,55.14%,107,2026-03-22 02:42:19
028_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\028_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.5,1.0,9.636088,6.64%,3.98%,1.15,0.09,-6.16%,57.01%,107,2026-03-22 02:42:19
029_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\029_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.5,1.25,11.693588,7.53%,3.98%,1.3,0.15,-4.73%,55.14%,107,2026-03-22 02:42:19
030_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\030_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.05,1.5,1.5,13.208588,8.29%,3.98%,1.38,0.19,-4.31%,54.21%,107,2026-03-22 02:42:19
031_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\031_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.0,1.0,8.893588,6.17%,3.98%,1.11,0.06,-5.66%,57.01%,107,2026-03-22 02:42:19
032_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\032_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.0,1.25,7.296088,5.27%,3.98%,0.97,0.01,-5.23%,54.21%,107,2026-03-22 02:42:19
033_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\033_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.0,1.5,8.676088,5.96%,3.98%,1.14,0.05,-5.13%,53.27%,107,2026-03-22 02:42:19
034_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\034_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.25,1.0,8.961088,6.27%,3.98%,1.14,0.07,-6.20%,56.07%,107,2026-03-22 02:42:19
035_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\035_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.25,1.25,9.271088,6.28%,3.98%,1.13,0.07,-5.00%,54.21%,107,2026-03-22 02:42:19
036_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\036_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.25,1.5,10.908588,7.17%,3.98%,1.29,0.12,-5.26%,56.07%,107,2026-03-22 02:42:19
037_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\037_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.5,1.0,9.361088,6.50%,3.98%,1.15,0.08,-6.26%,58.88%,107,2026-03-22 02:42:19
038_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\038_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.5,1.25,10.873588,7.19%,3.98%,1.25,0.12,-5.42%,56.07%,107,2026-03-22 02:42:19
039_s2016_2025_h60_q12_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\039_s2016_2025_h60_q12_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,320,0.1,1.5,1.5,12.538588,8.02%,3.98%,1.36,0.18,-5.02%,55.14%,107,2026-03-22 02:42:19
040_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\040_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.0,1.0,7.868588,5.72%,3.98%,1.03,0.04,-6.33%,55.14%,107,2026-03-22 02:42:19
041_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\041_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.0,1.25,6.801088,5.09%,3.98%,0.95,-0.0,-5.87%,53.27%,107,2026-03-22 02:42:19
042_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\042_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.0,1.5,8.783588,5.93%,3.98%,1.15,0.05,-4.52%,53.27%,107,2026-03-22 02:42:19
043_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\043_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.25,1.0,7.996088,6.02%,3.98%,1.08,0.06,-8.11%,55.14%,107,2026-03-22 02:42:19
044_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\044_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.25,1.25,9.491088,6.34%,3.98%,1.17,0.08,-4.68%,54.21%,107,2026-03-22 02:42:19
045_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\045_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.25,1.5,10.133588,6.83%,3.98%,1.22,0.11,-5.75%,55.14%,107,2026-03-22 02:42:19
046_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\046_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.5,1.0,10.361088,7.02%,3.98%,1.21,0.12,-6.16%,56.07%,107,2026-03-22 02:42:19
047_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\047_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.5,1.25,10.058588,7.08%,3.98%,1.19,0.12,-7.73%,55.14%,107,2026-03-22 02:42:19
048_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\048_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.05,1.5,1.5,10.386088,7.24%,3.98%,1.17,0.13,-7.50%,54.21%,107,2026-03-22 02:42:19
049_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\049_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.0,1.0,7.938588,5.78%,3.98%,1.05,0.04,-6.53%,56.07%,107,2026-03-22 02:42:19
050_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\050_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.0,1.25,7.658588,5.49%,3.98%,1.02,0.02,-5.49%,54.21%,107,2026-03-22 02:42:19
051_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\051_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.0,1.5,10.013588,6.59%,3.98%,1.26,0.09,-4.63%,54.21%,107,2026-03-22 02:42:19
052_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\052_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.25,1.0,7.778588,5.96%,3.98%,1.08,0.05,-8.54%,55.14%,107,2026-03-22 02:42:19
053_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\053_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.25,1.25,9.483588,6.37%,3.98%,1.18,0.08,-4.95%,55.14%,107,2026-03-22 02:42:19
054_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\054_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.25,1.5,11.131088,7.21%,3.98%,1.3,0.13,-4.70%,56.07%,107,2026-03-22 02:42:19
055_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\055_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.5,1.0,10.238588,6.96%,3.98%,1.23,0.11,-6.27%,57.94%,107,2026-03-22 02:42:19
056_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\056_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.5,1.25,9.833588,6.97%,3.98%,1.18,0.11,-7.81%,56.07%,107,2026-03-22 02:42:19
057_s2016_2025_h60_q12_a0_rw245_fb360,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\057_s2016_2025_h60_q12_a0_rw245_fb360,completed,,2016-01-01,2025-12-31,60,0.12,0.12,False,245,245,360,0.1,1.5,1.5,11.388588,7.67%,3.98%,1.29,0.16,-6.92%,56.07%,107,2026-03-22 02:42:19
058_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\058_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.0,7.248588,5.22%,3.98%,0.96,0.01,-5.04%,56.07%,107,2026-03-22 02:42:19
059_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\059_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.25,7.198588,5.07%,3.98%,1.0,-0.0,-4.29%,53.27%,107,2026-03-22 02:42:19
060_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\060_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.0,1.5,8.108588,5.55%,3.98%,1.1,0.03,-4.37%,53.27%,107,2026-03-22 02:42:19
061_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\061_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.25,1.0,8.411088,5.79%,3.98%,1.09,0.04,-4.83%,57.01%,107,2026-03-22 02:42:19
062_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\062_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.25,1.25,9.201088,6.12%,3.98%,1.16,0.06,-4.23%,55.14%,107,2026-03-22 02:42:19
063_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\063_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.25,1.5,9.143588,6.15%,3.98%,1.17,0.06,-4.70%,55.14%,107,2026-03-22 02:42:19
064_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\064_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.5,1.0,8.661088,6.09%,3.98%,1.12,0.06,-6.06%,55.14%,107,2026-03-22 02:42:19
065_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\065_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.5,1.25,8.523588,5.96%,3.98%,1.1,0.05,-5.62%,55.14%,107,2026-03-22 02:42:19
066_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\066_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.05,1.5,1.5,10.651088,7.02%,3.98%,1.22,0.12,-5.03%,54.21%,107,2026-03-22 02:42:19
067_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\067_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.0,1.0,7.136088,5.16%,3.98%,0.97,0.0,-5.08%,56.07%,107,2026-03-22 02:42:19
068_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\068_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.0,1.25,7.016088,4.97%,3.98%,0.97,-0.01,-4.21%,54.21%,107,2026-03-22 02:42:19
069_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\069_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.0,1.5,7.891088,5.41%,3.98%,1.08,0.02,-4.18%,53.27%,107,2026-03-22 02:42:19
070_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\070_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.25,1.0,7.783588,5.50%,3.98%,1.05,0.02,-5.15%,57.01%,107,2026-03-22 02:42:19
071_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\071_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.25,1.25,9.096088,6.06%,3.98%,1.14,0.06,-4.17%,55.14%,107,2026-03-22 02:42:19
072_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\072_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.25,1.5,8.603588,5.83%,3.98%,1.11,0.04,-4.40%,55.14%,107,2026-03-22 02:42:19
073_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\073_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.5,1.0,8.458588,5.95%,3.98%,1.12,0.05,-5.87%,55.14%,107,2026-03-22 02:42:19
074_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\074_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.5,1.25,8.096088,5.74%,3.98%,1.08,0.04,-5.71%,54.21%,107,2026-03-22 02:42:19
075_s2016_2025_h60_q15_a0_rw245_fb300,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\075_s2016_2025_h60_q15_a0_rw245_fb300,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,300,0.1,1.5,1.5,10.413588,6.90%,3.98%,1.21,0.11,-5.09%,55.14%,107,2026-03-22 02:42:19
076_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\076_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.0,8.113588,5.65%,3.98%,1.07,0.03,-4.96%,57.01%,107,2026-03-22 02:42:19
077_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\077_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.25,7.196088,5.07%,3.98%,1.01,-0.0,-4.33%,55.14%,107,2026-03-22 02:42:19
078_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\078_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.0,1.5,7.658588,5.41%,3.98%,1.1,0.02,-5.17%,53.27%,107,2026-03-22 02:42:19
079_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\079_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.25,1.0,9.346088,6.24%,3.98%,1.21,0.07,-4.66%,57.01%,107,2026-03-22 02:42:19
080_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\080_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.25,1.25,9.603588,6.42%,3.98%,1.22,0.08,-4.94%,55.14%,107,2026-03-22 02:42:19
081_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\081_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.25,1.5,9.461088,6.33%,3.98%,1.22,0.07,-4.86%,55.14%,107,2026-03-22 02:42:19
082_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\082_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.0,10.103588,6.68%,3.98%,1.26,0.1,-4.92%,56.07%,107,2026-03-22 02:42:19
083_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\083_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.25,9.833588,6.47%,3.98%,1.22,0.08,-4.37%,55.14%,107,2026-03-22 02:42:19
084_s2016_2025_h60_q15_a0_rw245_fb320,C:\Users\Ng\Desktop\LLM\fund_strategy\strategy_2026\parameter_search_output\084_s2016_2025_h60_q15_a0_rw245_fb320,completed,,2016-01-01,2025-12-31,60,0.15,0.15,False,245,245,320,0.05,1.5,1.5,11.543588,7.49%,3.98%,1.32,0.15,-5.11%,56.07%,107,2026-03-22 02:42:19
