基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,最高申购费率,最高赎回费率,规模_亿元,成立日期
汇添富优质成长混合型证券投资基金,汇添富优质成长混合A,009391,混合型-偏股,2020年05月18日,2020年05月25日 / 115.245亿份,17.27亿元（截止至：2025年12月31日）,17.7711亿份（截止至：2025年12月31日）,汇添富基金,宁波银行,杨瑨、谢昌旭,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,该基金无跟踪标的,,,17.27,2020-05-25
汇添富优质成长混合型证券投资基金,汇添富优质成长混合C,009392,混合型-偏股,2020年05月18日,2020年05月25日 / 115.245亿份,2.77亿元（截止至：2025年12月31日）,2.9452亿份（截止至：2025年12月31日）,汇添富基金,宁波银行,杨瑨、谢昌旭,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,2.77,2020-05-25
银华同力精选混合型证券投资基金,银华同力精选混合,009394,混合型-偏股,2020年05月28日,2020年06月16日 / 81.901亿份,9.70亿元（截止至：2025年12月31日）,7.759亿份（截止至：2025年12月31日）,银华基金,建设银行,王利刚,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,沪深300指数收益率×80%+中证全债指数收益率×20%,该基金无跟踪标的,,,9.7,2020-06-16
华富成长企业精选股票型证券投资基金,华富成长企业精选股票A,009398,股票型,2020年06月01日,2020年06月18日 / 24.557亿份,1.54亿元（截止至：2025年12月31日）,1.3965亿份（截止至：2025年12月31日）,华富基金,建设银行,邓翔,每份累计0.14元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,中证800指数收益率*85%+中证全债指数收益率*15%,该基金无跟踪标的,,,1.54,2020-06-18
交银施罗德启明混合型证券投资基金,交银启明混合A,009402,混合型-偏股,2020年05月18日,2020年05月27日 / 47.904亿份,13.96亿元（截止至：2025年12月31日）,8.5075亿份（截止至：2025年12月31日）,交银施罗德基金,建设银行,周珊珊,每份累计0.17元（2次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*70%+恒生指数收益率*5%+中证综合债券指数收益率*25%,该基金无跟踪标的,,,13.96,2020-05-27
中银科技创新一年定期开放混合型证券投资基金,中银科技创新一年定开混合,009411,混合型-偏股,2020年07月20日,2020年08月05日 / 6.549亿份,1.80亿元（截止至：2025年12月31日）,1.8642亿份（截止至：2025年12月31日）,中银基金,兴业银行,杨雷,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,中国战略新兴产业成份指数收益率×60%+恒生指数收益率×20%+中债综合(总值)指数收益率×20%,该基金无跟踪标的,,,1.8,2020-08-05
中银大健康股票型证券投资基金,中银大健康股票A,009414,股票型,2020年05月06日,2020年05月27日 / 18.635亿份,2.39亿元（截止至：2025年12月31日）,1.5091亿份（截止至：2025年12月31日）,中银基金,交通银行,郑宁、王方舟,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,中证健康产业指数收益率×75%+恒生指数收益率×10%+中债综合全价(总值)指数收益率×15%,该基金无跟踪标的,,,2.39,2020-05-27
德邦科技创新一年定期开放混合型证券投资基金,德邦科技创新一年定开混合A,009432,混合型-偏股,2020年08月24日,2020年11月24日 / 3.782亿份,0.60亿元（截止至：2025年12月31日）,0.4778亿份（截止至：2025年12月31日）,德邦基金,交通银行,雷涛,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,80%×中国战略新兴产业成份指数收益率+20%×中债综合全价指数收益率,该基金无跟踪标的,,,0.6,2020-11-24
德邦科技创新一年定期开放混合型证券投资基金,德邦科技创新一年定开混合C,009433,混合型-偏股,2020年08月24日,2020年11月24日 / 3.782亿份,0.11亿元（截止至：2025年12月31日）,0.0859亿份（截止至：2025年12月31日）,德邦基金,交通银行,雷涛,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.25%（每年）,0.00%（前端）,80%×中国战略新兴产业成份指数收益率+20%×中债综合全价指数收益率,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.11,2020-11-24
信澳科技创新一年定期开放混合型证券投资基金,信澳科技创新一年定开混合A,009437,混合型-偏股,2020年05月26日,2020年05月29日 / 9.918亿份,2.08亿元（截止至：2025年12月31日）,1.0015亿份（截止至：2025年12月31日）,信达澳亚基金,中国银行,吴凯,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率×80%+中债总指数收益率×20%,该基金无跟踪标的,,,2.08,2020-05-29
信澳科技创新一年定期开放混合型证券投资基金,信澳科技创新一年定开混合C,009438,混合型-偏股,2020年05月26日,2020年05月29日 / 9.918亿份,0.43亿元（截止至：2025年12月31日）,0.21亿份（截止至：2025年12月31日）,信达澳亚基金,中国银行,吴凯,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.10%（每年）,0.00%（前端）,中国战略新兴产业成份指数收益率×80%+中债总指数收益率×20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.43,2020-05-29
财通资管科技创新一年定期开放混合型证券投资基金,财通资管科技创新一年定开混合,009447,混合型-偏股,2020年07月07日,2020年07月10日 / 9.889亿份,2.42亿元（截止至：2025年12月31日）,1.4533亿份（截止至：2025年12月31日）,财通资管,工商银行,包斅文、邓芳程,每份累计0.08元（1次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,该基金无跟踪标的,,,2.42,2020-07-10
红土创新科技创新3个月定期开放混合型证券投资基金,红土创新科技创新3个月定开混合A,009467,混合型-偏股,2021年11月08日,2021年12月03日 / 3.750亿份,0.79亿元（截止至：2025年12月31日）,0.7449亿份（截止至：2025年12月31日）,红土创新基金,交通银行,张洋,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*30%,该基金无跟踪标的,,,0.79,2021-12-03
博时健康成长主题双周定期可赎回混合型证券投资基金,博时健康成长双周定期可赎回混合A,009468,混合型-偏股,2020年05月25日,2020年06月17日 / 38.528亿份,2.97亿元（截止至：2025年12月31日）,3.3459亿份（截止至：2025年12月31日）,博时基金,中国银行,陈西铭,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证医药卫生指数收益率×60%+恒生医疗保健指数收益率(使用估值汇率折算)×20%+中债综合财富(总值)指数收益率×20%,该基金无跟踪标的,,,2.97,2020-06-17
博时健康成长主题双周定期可赎回混合型证券投资基金,博时健康成长双周定期可赎回混合C,009469,混合型-偏股,2020年05月25日,2020年06月17日 / 38.528亿份,0.57亿元（截止至：2025年12月31日）,0.6681亿份（截止至：2025年12月31日）,博时基金,中国银行,陈西铭,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%（前端）,中证医药卫生指数收益率×60%+恒生医疗保健指数收益率(使用估值汇率折算)×20%+中债综合财富(总值)指数收益率×20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.57,2020-06-17
国泰致远优势混合型证券投资基金,国泰致远优势混合,009474,混合型-偏股,2020年07月13日,2020年07月16日 / 82.323亿份,7.86亿元（截止至：2025年12月31日）,6.3123亿份（截止至：2025年12月31日）,国泰基金,中国银行,郑有为,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,沪深300指数收益率*80%+中债综合指数收益率*20%,该基金无跟踪标的,,,7.86,2020-07-16
建信食品饮料行业股票型证券投资基金,建信食品饮料行业股票A,009476,股票型,2020年08月07日,2020年08月26日 / 6.826亿份,0.94亿元（截止至：2025年12月31日）,1.249亿份（截止至：2025年12月31日）,建信基金,上海银行,王麟锴,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,中证食品饮料指数收益率*75%+恒生必需性消费业指数收益率(按估值汇率调整)*15%+中债总指数收益率*10%,该基金无跟踪标的,,,0.94,2020-08-26
光大保德信瑞和混合型证券投资基金,光大瑞和混合A,009486,混合型-偏股,2020年05月07日,2020年06月29日 / 2.003亿份,0.12亿元（截止至：2025年12月31日）,0.095亿份（截止至：2025年12月31日）,光大保德信基金,中信银行,王明旭,每份累计0.00元（0次）,0.60%（每年）,0.15%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率×70%+中证全债指数收益率×30%,该基金无跟踪标的,,,0.12,2020-06-29
光大保德信瑞和混合型证券投资基金,光大瑞和混合C,009487,混合型-偏股,2020年05月07日,2020年06月29日 / 2.003亿份,0.04亿元（截止至：2025年12月31日）,0.029亿份（截止至：2025年12月31日）,光大保德信基金,中信银行,王明旭,每份累计0.00元（0次）,0.60%（每年）,0.15%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率×70%+中证全债指数收益率×30%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.04,2020-06-29
中邮价值精选混合型证券投资基金,中邮价值精选混合A,009488,混合型-偏股,2020年05月25日,2020年06月24日 / 6.590亿份,0.29亿元（截止至：2025年12月31日）,0.2223亿份（截止至：2025年12月31日）,中邮基金,邮储银行,马姝丽,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,中证800指数收益率×55%+上证国债指数收益率×40%+恒生指数收益率*5%,该基金无跟踪标的,,,0.29,2020-06-24
中邮价值精选混合型证券投资基金,中邮价值精选混合C,009489,混合型-偏股,2020年05月25日,2020年06月24日 / 6.590亿份,0.20亿元（截止至：2025年12月31日）,0.158亿份（截止至：2025年12月31日）,中邮基金,邮储银行,马姝丽,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.25%（每年）,0.00%（前端）,中证800指数收益率×55%+上证国债指数收益率×40%+恒生指数收益率*5%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.2,2020-06-24
泰康科技创新一年定期开放混合型证券投资基金,泰康科技创新一年定开混合,009490,混合型-偏股,2020年07月27日,2020年09月10日 / 3.543亿份,1.49亿元（截止至：2025年12月31日）,1.1031亿份（截止至：2025年12月31日）,泰康基金,农业银行,金宏伟,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,中国战略新兴产业成分指数收益率*70%+中证港股通TMT主题投资指数收益率*10%+中债新综合全价(总值)指数收益率*20%,该基金无跟踪标的,,,1.49,2020-09-10
宝盈创新驱动股票型证券投资基金,宝盈创新驱动股票A,009491,股票型,2020年08月03日,2020年08月10日 / 58.212亿份,8.03亿元（截止至：2025年12月31日）,4.4692亿份（截止至：2025年12月31日）,宝盈基金,交通银行,容志能,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证新兴产业指数收益率×75%+中证港股通综合指数(人民币)收益率×10%+中证综合债券指数收益率×15%,该基金无跟踪标的,,,8.03,2020-08-10
宝盈创新驱动股票型证券投资基金,宝盈创新驱动股票C,009492,股票型,2020年08月03日,2020年08月10日 / 58.212亿份,2.08亿元（截止至：2025年12月31日）,1.1892亿份（截止至：2025年12月31日）,宝盈基金,交通银行,容志能,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%（前端）,中证新兴产业指数收益率×75%+中证港股通综合指数(人民币)收益率×10%+中证综合债券指数收益率×15%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,2.08,2020-08-10
国寿安保高股息混合型证券投资基金,国寿安保高股息混合A,009500,混合型-偏股,2020年07月27日,2020年09月27日 / 2.336亿份,0.72亿元（截止至：2025年12月31日）,0.629亿份（截止至：2025年12月31日）,国寿安保基金,建设银行,李博闻,每份累计0.00元（0次）,1.00%（每年）,0.15%（每年）,0.00%（每年）,1.20%（前端） 天天基金优惠费率：0.12%（前端）,沪深300指数收益率*60%+恒生指数收益率*10%+中债综合(全价)指数收益率*30%,该基金无跟踪标的,,,0.72,2020-09-27
国寿安保高股息混合型证券投资基金,国寿安保高股息混合C,009501,混合型-偏股,2020年07月27日,2020年09月27日 / 2.336亿份,0.37亿元（截止至：2025年12月31日）,0.3321亿份（截止至：2025年12月31日）,国寿安保基金,建设银行,李博闻,每份累计0.00元（0次）,1.00%（每年）,0.15%（每年）,0.30%（每年）,0.00%（前端）,沪深300指数收益率*60%+恒生指数收益率*10%+中债综合(全价)指数收益率*30%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.37,2020-09-27
